Name,Specification,County,Address,City,State,Zip,Information,Recovery Informed Institutional Services,Recovery Community Centers,Collegiate Recovery Programs,Recovery/ Drug Courts,Mutual-Aid Organizations,Recovery Community Organizations,Prevention Organizations,Peer Recovery Services,Harm Reduction Organizations,Re-Entry Services Organizations,Recovery Residences,Treatment Services,Advocacy Organizations,Recovery High Schools,Website,Phone,Email
"Steppenstone Youth Treatment Center, Residential",,Washington,110 Steppenstone Blvd,Limestone,TN,37681,"SteppenStone Youth Treatment Services’ on-campus residential facility, SteppenStone Youth Treatment Center (SSYTC), is licensed by the Tennessee Department of Mental Health for 33 male adolescents. Each resident is provided an individual room and are required to take care of their personal hygiene needs separately to increase feelings of personal safety and decrease opportunities to act out. A high staff to resident ratio (day 1:5, evening 1:5, and night 1:8) along with state-of-the-art technology assures each boy an environment that encourages personal responsibility, accountability, pro-social interaction and the respect for self and others.",,,,,,,,,,,,1,,,https://www.candcservices.org/services/#limestone-campus,423-257-6054,
Strong Futures Living Center,,Greene,438 E Vann Rd Suite 300,Greeneville,TN,37743,"Ballad Health Strong Futures is bringing a healing approach to addiction and mental healthcare for mothers, expectant mothers and stepmother in the Appalachian Highlands. Strong Futures provides an array of multi-generational outpatient services and resources for families, such as counseling, relapse prevention and intensive care management.",,,,,,,,,,,,1,,,https://www.balladhealth.org/locations/behavioral-health/strong-futures-greeneville,423-278-1696,
Sullivan County Anti-Drug Coalition (SCAD),,Sullivan,3737 Highway 11 W,Blountville,TN,37617,"Sullivan County Anti-Drug Coalition creates community access to substance abuse prevention for its youth, as well as intervention and harm reduction to support families, through assessment, capacity building, and advocacy.",,,,,,,1,,1,,,,1,,https://www.scadcoalition.org/,423-742-2991,info@scadcoalition.org
Sullivan County Felony Recovery Court,,Sullivan,1570 Waverly Road,Kingsport,TN,37664,"Recovery Courts are special courts willing to handle cases involving substance-abusing offenders through comprehensive supervision, drug testing, treatment services and immediate sanctions and incentives. The expectations of those willing to participate are intensive, as the road to recovery is not easy. Individuals who complete all the parameters of the Recovery Court graduate with their sobriety and a new lease on life.

Judge James Goodwin.",,,,1,,,,,,,,,,,https://www.tn.gov/content/tn/behavioral-health/research/fast-facts/recovery-court-locations.html,"Denise Miller, 423-483-9383",lmiller@frontierhealth.org
Sullivan County Health Department,,Sullivan,154 Blountville Bypass,Blountville,TN,37617,"BABY & ME – Tobacco Free Program™ is an evidence based, smoking cessation program created to reduce the burden of tobacco on the pregnant and postpartum population.",,,,,,,,,,,,1,,,https://www.tn.gov/health/health-program-areas/fhw/baby-me-tobacco-free.html,423-279-2788,
TDOC Approved Transitional Housing - Abundant Hope Ministry,,Hamblen,1721 Old Liberty Hill Rd,Morristown,TN,37814,"Female. 20 beds. Faith-based. The Department of Correction maintains a list of transitional housing approved for consideration as a residence by those under TDOC supervision. While TDOC does not license or regulate the transitional houses, the agency does require submission of information such as costs, programming and other services, through the completion of the Application for Approved Transitional Housing. Additionally, for transitional houses to be placed on the TDOC Approved List, those houses must comply with the Guidelines for Approved Transitional Housing Providers. These guidelines were developed with the input of transitional housing providers throughout the state. A Monthly Progress Report has been developed and should be submitted monthly for each resident to his or her supervising Probation or Parole Officer. An Incident Report has also been developed and should be submitted immediately to the supervising officer following any significant event involving a resident.",,,,,,,,,,,1,,,,,Sherry Bailey: 423-254-1700,Office@AHMTN.org
TDOC Approved Transitional Housing - Abundant Hope Ministry,,Hamblen,1426 Jaybird Rd,Morristown,TN,37814,"Male. 8 beds. Faith-based. The Department of Correction maintains a list of transitional housing approved for consideration as a residence by those under TDOC supervision. While TDOC does not license or regulate the transitional houses, the agency does require submission of information such as costs, programming and other services, through the completion of the Application for Approved Transitional Housing. Additionally, for transitional houses to be placed on the TDOC Approved List, those houses must comply with the Guidelines for Approved Transitional Housing Providers. These guidelines were developed with the input of transitional housing providers throughout the state. A Monthly Progress Report has been developed and should be submitted monthly for each resident to his or her supervising Probation or Parole Officer. An Incident Report has also been developed and should be submitted immediately to the supervising officer following any significant event involving a resident.",,,,,,,,,,,,,,,,Sherry Bailey: 423-254-1700,Office@AHMTN.org
TDOC Approved Transitional Housing - FMD Transitional,,Sullivan,1026 E. Sevier Ave,Kingsport,TN,37660,"Male. 5 beds. The Department of Correction maintains a list of transitional housing approved for consideration as a residence by those under TDOC supervision. While TDOC does not license or regulate the transitional houses, the agency does require submission of information such as costs, programming and other services, through the completion of the Application for Approved Transitional Housing. Additionally, for transitional houses to be placed on the TDOC Approved List, those houses must comply with the Guidelines for Approved Transitional Housing Providers. These guidelines were developed with the input of transitional housing providers throughout the state. A Monthly Progress Report has been developed and should be submitted monthly for each resident to his or her supervising Probation or Parole Officer. An Incident Report has also been developed and should be submitted immediately to the supervising officer following any significant event involving a resident.",,,,,,,,,,,1,,,,,Dorothy Dobbins: 423-863-5642,Dobbins_d@hotmail.com
TDOC Approved Transitional Housing - Recovery Resources Recovery Living,,Sullivan,1210 Pine St,Kingsport,TN,37664,"Male. 6 beds. The Department of Correction maintains a list of transitional housing approved for consideration as a residence by those under TDOC supervision. While TDOC does not license or regulate the transitional houses, the agency does require submission of information such as costs, programming and other services, through the completion of the Application for Approved Transitional Housing. Additionally, for transitional houses to be placed on the TDOC Approved List, those houses must comply with the Guidelines for Approved Transitional Housing Providers. These guidelines were developed with the input of transitional housing providers throughout the state. A Monthly Progress Report has been developed and should be submitted monthly for each resident to his or her supervising Probation or Parole Officer. An Incident Report has also been developed and should be submitted immediately to the supervising officer following any significant event involving a resident.",,,,,,,,,,,1,,,,,Tabitha Edwards: 423-491-2420,tabithamed@recoveryresourcestn.org
TDOC Approved Transitional Housing - Recovery Soldiers,,Carter,1180 Bristol Hwy,Elizabethton,TN,37643,"Male. 40 beds. Faith-based. The Department of Correction maintains a list of transitional housing approved for consideration as a residence by those under TDOC supervision. While TDOC does not license or regulate the transitional houses, the agency does require submission of information such as costs, programming and other services, through the completion of the Application for Approved Transitional Housing. Additionally, for transitional houses to be placed on the TDOC Approved List, those houses must comply with the Guidelines for Approved Transitional Housing Providers. These guidelines were developed with the input of transitional housing providers throughout the state. A Monthly Progress Report has been developed and should be submitted monthly for each resident to his or her supervising Probation or Parole Officer. An Incident Report has also been developed and should be submitted immediately to the supervising officer following any significant event involving a resident.",,,,,,,,,,,1,,,,,Maigen Vaughn: 423-518-1450,Maigen@RSMINC.org
TDOC Approved Transitional Housing - Recovery Soldiers,,Carter,655 Watauga Rd,Watauga,TN,37694,"Female. 55 beds. Faith-based. The Department of Correction maintains a list of transitional housing approved for consideration as a residence by those under TDOC supervision. While TDOC does not license or regulate the transitional houses, the agency does require submission of information such as costs, programming and other services, through the completion of the Application for Approved Transitional Housing. Additionally, for transitional houses to be placed on the TDOC Approved List, those houses must comply with the Guidelines for Approved Transitional Housing Providers. These guidelines were developed with the input of transitional housing providers throughout the state. A Monthly Progress Report has been developed and should be submitted monthly for each resident to his or her supervising Probation or Parole Officer. An Incident Report has also been developed and should be submitted immediately to the supervising officer following any significant event involving a resident.",,,,,,,,,,,1,,,,,Joshua/Marley Scalf: 423-518-1450,Marley@RSMINC.org
TDOC Approved Transitional Housing - Strong Futures,,Greene,401 Takoma Ave,Greeneville,TN,37743,"Female. 12 beds. The Department of Correction maintains a list of transitional housing approved for consideration as a residence by those under TDOC supervision. While TDOC does not license or regulate the transitional houses, the agency does require submission of information such as costs, programming and other services, through the completion of the Application for Approved Transitional Housing. Additionally, for transitional houses to be placed on the TDOC Approved List, those houses must comply with the Guidelines for Approved Transitional Housing Providers. These guidelines were developed with the input of transitional housing providers throughout the state. A Monthly Progress Report has been developed and should be submitted monthly for each resident to his or her supervising Probation or Parole Officer. An Incident Report has also been developed and should be submitted immediately to the supervising officer following any significant event involving a resident.",,,,,,,,,,,1,,,,,Tonya Tipton: 423-278-1696,tonya.a.tipton@balladhealth.org
The Mission of Hancock County,,Hancock,186 Campbell Drive,Sneedville,TN,37869,"All of the programs and ministries at The Mission have been birthed from a desire to see the community free from the grips of addiction and other spiritual bondage. Throughout the entire ministry, each project has been created with the end goal of fostering relationships that encourage recovery, accountability, and discipleship. 
The Mission offers recovery services including mutual aid meetings, connection to services, and a jail ministry. The Mission also provides resources and support to parents and those who are pregnant.",,,,,,,1,,,,,,,,https://missionsneedville.com/what,"Recovery Services: 423-300-9406 (O'Neil)

Other Services: 423-736-3283 (Shaina)",
TN-Recovery Oriented Compliance Strategy (TN-ROCS) Program,,Sullivan,1570 Waverly Road,Kingsport,TN,37664,"The Tennessee Recovery Oriented Compliance Strategy (TN-ROCS) Program is a court diversion strategy that serves justice-involved adults who have mental illness, co-occurring disorders, or substance abuse disorders and who have low to medium risk factors for re-offending and medium to high needs for substance abuse and mental health services.  This model provides an option for judges to address the needs of defendants who do not meet criteria for recovery court. 

TN-ROCS participants are ordered by a judge to take part in the program.  The participants must comply with their release plans and supervision requirements, as well as appear in court as requested by the judge.  Participants can stay in the community, and review dockets are held to ensure those court ordered to participate are following the program.",,,,,,,,,,1,,,,,https://www.tn.gov/behavioral-health/substance-abuse-services/criminal-justice-services/tn-rocs.html,"Shane Parker, 423-224-1378
(cell) 423-418-4410",lsparker@frontierhealth.org
U-Turn for Christ Tennessee,,Greene,1160 Black Rd,Greeneville,TN,37743,U Turn for Christ Tennessee is a residential Christian discipleship ministry existing for the sole purpose of helping men escape the bondage of addiction through our Lord Jesus Christ. Jesus is the only true freedom from the bondage of the sin of addiction and Jesus is the only One Who has the power to set us free.,,,,,,,,,,,1,,,,https://uturn4christtn.com/,423-639-3720,
Unicoi County Health Department,,Unicoi,101 Okolona Dr,Erwin,TN,37650,"BABY & ME – Tobacco Free Program™ is an evidence based, smoking cessation program created to reduce the burden of tobacco on the pregnant and postpartum population.",,,,,,,,,,,,1,,,https://www.tn.gov/health/health-program-areas/fhw/baby-me-tobacco-free.html,423-743-9103,
Unicoi County Prevention Coalition,,Unicoi,105 Rock Crreek Rd Ste. 4,Erwin,TN,37650,Mission: To create a safe and healthy community through education and awareness.,,,,,,,1,,,,,,,,https://www.facebook.com/Unicoi-County-Prevention-Coalition-274227502942861/,833-803-6663,ucpreventioncoalition@gmail.com
Uplift Appalachia,,Washington,420 Rogers Stout Hall,Johnson City,TN,37614,"We are seeking to create scalable programs that will enable churches to build relationships, enhance recovery, and remove barriers to recovery. The success of this requires churches to see care for addicted individuals as falling within its mission. Uplift Appalachia staff offers an initial free consultation with your church or organization. This will be a conversation with up to five of your church or organization representatives. We will share our history and mission and go over our services; discuss your challenges, goals, and ideas, and work with you to decide what you need/want. We will also facilitate collaboration between organizations and the local faith community if desired. Churches and organizations can choose from a list of trainings further explained on the website. We also work with you to develop customized trainings when appropriate. We help churches or organizations develop a lay person triage team that will act as first-responders, assisting individuals with problematic substance use or mental health challenges and their families, helping them to navigate resources. This will include some of the trainings described in our offerings, and customized training where appropriate . We provide continued coaching and ongoing consultation as needed and train others to train within your church or organization. ",,,,,,,,,1,,,,1,,https://upliftappalachia.org/,,director@upliftappalachia.org
Veterans Substance Abuse Support Alliance of Northeast TN (VetSASA),,Washington,325 North State of Franklin Road,Johnson City,TN,37604,"ARC grant to East Tennessee State University (ETSU) in Johnson City, Tennessee, for the Veterans Substance Abuse Support Alliance of Northeast Tennessee (VetSASA) project. The project will facilitate several working groups to examine the impacts and available resources for veterans with substance use disorder (SUD) to help connect them to wraparound supports
and employment. The project’s targeted region, which includes Carter, Greene, Hancock, Hawkins, Johnson, Sullivan, Unicoi, and Washington counties, is home to
approximately 41,000 veterans and faces numerous challenges, including a 9.3% unemployment rate. Researchers, clinicians, and staff from ETSU’s Quillen School of Medicine will spearhead the project while leveraging partnerships with local employers, health departments, drug prevention coalitions, the Veterans
Administration, and the Opioid Response Network. Business partners from healthcare, manufacturing, mining/quarrying, and transportation industries will
have the opportunity to engage in working groups where they will inform the planning process and share context related to workforce development gaps and needs. The project is expected to improve 45 area businesses through the acquisition of knowledge and skills related to assisting SUD-impacted employees",1,,,,,,,,,,,,,,https://www.etsu.edu/etsu-news/2022/02-february/delucia-a-arc-inspire-grant.php,,"Dr. Anthony DeLucia, DELUCIA@mail.etsu.edu"
Washington County Health Department,,Washington,219 Princeton Rd,Johnson City,TN,37601,"BABY & ME – Tobacco Free Program™ is an evidence based, smoking cessation program created to reduce the burden of tobacco on the pregnant and postpartum population.",,,,,,,,,,,,1,,,https://www.tn.gov/health/health-program-areas/fhw/baby-me-tobacco-free.html,423-975-2200,
Woodridge Hospital,,Washington,403 N State of Franklin Rd,Johnson City,TN,37604,"Woodridge is an 84-bed inpatient psychiatric hospital in Johnson City, Tennessee. As the only dedicated inpatient behavioral health hospital in the region, Woodridge Hospital provides mental health and chemical dependency services for adults, adolescents and children ages six and older.",,,,,,,,,,,,1,,,https://www.balladhealth.org/locations/hospitals/woodridge-psychiatric,423-431-2241,
